"","B.Code","A.Level.Name","Out.WG.Start","Out.WG.Unit"
"1673","JS0269.1","D1 Access to Native Hay",17.7,"kg"
"1674","JS0269.1","D2 Native Hay and 345g Alfafa Hay",17.7,"kg"
"1675","JS0269.1","D3 Native Hay and 387g Cowpea Hay",17.7,"kg"
"1676","JS0269.1","D4 Native Hay and 302 g  A. brevispica Leaves",17.7,"kg"
"1677","JS0269.1","D5 Native Hay and 365 g A. tortilis Fruits",17.7,"kg"
"1678","JS0269.2","T1 Access to Grazing",37.4,"kg"
"1679","JS0269.2","T2 Grazing and 567 g Alfafa hay",37.4,"kg"
"1680","JS0269.2","T3 Grazing and 662 g Cowpea hay",37.4,"kg"
"1681","JS0269.2","T4 Grazing and 473 g A.brevispica Leaves.",37.4,"kg"
"1682","JS0269.2","T5 Grazing and 616 g A.tortilis Fruits",37.4,"kg"
"1683","JS0271","Con",16.6,"kg"
"1684","JS0271","Leucaena 1",16.6,"kg"
"1685","JS0271","Leucaena 2",16.6,"kg"
"1686","JS0271","Leucaena 3",16.6,"kg"
"1687","JS0271","Mixture C",16.6,"kg"
"1688","JS0272","CSC Diet",21.6,"kg"
"1689","JS0272","NSC Diet",21.6,"kg"
"1690","JS0272","PNC Diet",21.6,"kg"
"1691","JS0272","Teff Straw + Cactus Diet",20.4,"kg"
"1692","JS0273","T1 Hay",17.98,"kg"
"1693","JS0273","T2 Hay and 150 g DM",17,"kg"
"1694","JS0273","T3 Hay and 250 g DM",18.2,"kg"
"1695","JS0273","T4 Hay and 350 g DM",18.4,"kg"
"1696","JS0276","Diet Con",14.8,"kg"
"1697","JS0276","T1 Moringa Leaf",14,"kg"
"1698","JS0276","T3 Moringa Leaf",13,"kg"
"1699","JS0281","Diet Con",13,"kg"
"1700","JS0281","Diet1",13,"kg"
"1701","JS0281","Diet2",13,"kg"
"1702","JS0281","Diet3",13,"kg"
"1703","JS0285","Control Diet",18.4,"kg"
"1704","JS0285","High Conc.",18.2,"kg"
"1705","JS0285","Low Conc.",17.9,"kg"
"1706","JS0285","Medium Conc.",18.4,"kg"
"1707","JS0289.1","Teff + 150 g Wheat Bran",23.8,"kg"
"1708","JS0289.1","Teff + 200 g L. pallida",23.8,"kg"
"1709","JS0289.1","Teff + 200g S. Sesban",23.5,"kg"
"1710","JS0289.1","Teff + 400 g L. pallida",23.8,"kg"
"1711","JS0289.1","Teff + 400 g S. Sesban",23.7,"kg"
"1712","JS0289.2","Teff + 150 g Wheat Bran",18.7,"kg"
"1713","JS0289.2","Teff + 200 g L. pallida",18.4,"kg"
"1714","JS0289.2","Teff + 200g S. Sesban",18.5,"kg"
"1715","JS0289.2","Teff + 400 g L. pallida",18.7,"kg"
"1716","JS0289.2","Teff + 400 g S. Sesban",18.8,"kg"
"1717","JS0290","Diet Con",19.9,"kg"
"1718","JS0290","Goetzei",19.2,"kg"
"1719","JS0290","Lablab",20.2,"kg"
"1720","JS0290","Leucaena",19.3,"kg"
"1721","JS0290","Sesban1",18.7,"kg"
"1722","JS0290","Sesban2",19.3,"kg"
"1723","JS0290","Sesban3",19.9,"kg"
"1724","JS0290","Sesban4",19.7,"kg"
"1725","JS0290","Sesban5",19.3,"kg"
"1726","JS0290","Sesban6",19.2,"kg"
"1727","JS0290","Tagasaste",20.3,"kg"
"1728","JS0291","Con Teff",19.9,"kg"
"1729","JS0291","Leucocephala 1",19.3,"kg"
"1730","JS0291","Leucocephala 2",19.4,"kg"
"1731","JS0291","Leucocephala 3",19.5,"kg"
"1732","JS0291","Leucocephala 4",19.4,"kg"
"1733","JS0291","Pallida 1",19.6,"kg"
"1734","JS0291","Pallida 2",20.2,"kg"
"1735","JS0291","Pallida 3",19.5,"kg"
"1736","JS0291","Pallida 4",19.5,"kg"
"1737","JS0291","Palmensis 1",19.4,"kg"
"1738","JS0291","Palmensis 2",19.5,"kg"
"1739","JS0291","Palmensis 3",19.9,"kg"
"1740","JS0291","Palmensis 4",19.4,"kg"
"1741","JS0291","Sesban 1",18.9,"kg"
"1742","JS0291","Sesban 2",19.4,"kg"
"1743","JS0291","Sesban 3",19.5,"kg"
"1744","JS0291","Sesban 4",19.5,"kg"
"1745","JS0292","DIET 1",6.4,"kg"
"1746","JS0292","Diet 2",6.42,"kg"
"1747","JS0292","Diet 3",6.43,"kg"
"1748","JS0292","Diet 4",6.4,"kg"
"1749","JS0292","Standard Diet",6.45,"kg"
"1750","JS0293","D1 100% FSF",25.2,"kg"
"1751","JS0293","D2 67% FSF",29.1,"kg"
"1752","JS0293","D3 33% FSF",28.5,"kg"
"1753","JS0293","D4 0% FSF",28.2,"kg"
"1754","JS0295","Diet Con",0.0103,"kg"
"1755","JS0295","RCP 1",0.0101,"kg"
"1756","JS0295","RCP 2",0.0102,"kg"
"1757","JS0295","RCP 3",0.0102,"kg"
"1758","JS0295","RCP 4",0.0102,"kg"
"1759","JS0296","Con",0.00597,"kg"
"1760","JS0296","Maize G 1",0.00598,"kg"
"1761","JS0296","Maize G 2",0.00595,"kg"
"1762","JS0296","Maize G 3",0.00597,"kg"
"1763","JS0301","100% FTL",17.33,"kg"
"1764","JS0301","25% FTL",17.53,"kg"
"1765","JS0301","50% FTL",17.53,"kg"
"1766","JS0301","75% FTL",17.95,"kg"
"1767","JS0301","No FTL",16.28,"kg"
"1768","JS0305","Con Maize",237,"kg"
"1769","JS0305","Sugar BP 1",239,"kg"
"1770","JS0305","Sugar BP 2",237,"kg"
"1771","JS0305","Sugar BP 3",237,"kg"
"1772","JS0306","0% MOC",25.64,"kg"
"1773","JS0306","10% MOC",24.61,"kg"
"1774","JS0306","15% MOC",23.9,"kg"
"1775","JS0306","20% MOC",24.07,"kg"
"1776","JS0306","5% MOC",25.37,"kg"
"1777","JS0309","Base",0.22062,"kg"
"1778","JS0311","Con",16.6,"kg"
"1779","JS0311","L.leucocephala",16.8,"kg"
"1780","JS0311","Poultry waste-DPW",16.6,"kg"
"1781","JS0314","Acacia AC15",25.9,"kg"
"1782","JS0314","Atriplex AT15",26.4,"kg"
"1783","JS0314","Atriplex and Acacia TC30",26.9,"kg"
"1784","JS0314","Con Berseem",26.2,"kg"
"1785","JS0316","Con Hay Bundle1",19.4,"kg"
"1786","JS0316","Con Mix Bundle2",18.9,"kg"
"1787","JS0316","Mixture Bundle1",18.9,"kg"
"1788","JS0316","Sesban Bundle1",19.1,"kg"
"1789","JS0316","Sesbania 1 Bundle2",19.1,"kg"
"1790","JS0316","Sesbania 2 Bundle2",19,"kg"
"1791","JS0316","Sesbania 3 Bundle2",19.1,"kg"
"1792","JS0340","MSP0 Enzyme",1.8415,"kg"
"1793","JS0340","MSP0 Enzyme...MSP0 Yeast",1.776,"kg"
"1794","JS0340","MSP0 Yeast",1.8375,"kg"
"1795","JS0340","MSP100 Enzyme",1.6275,"kg"
"1796","JS0340","MSP100 Enzyme...MSP100 Yeast",1.607,"kg"
"1797","JS0340","MSP100 Yeast",1.5915,"kg"
"1798","JS0340","MSP50 Enzyme",1.6975,"kg"
"1799","JS0340","MSP50 Yeast",1.6925,"kg"
"1800","JS0341","Deep Litter System + LP",1.625,"kg"
"1801","JS0341","Deep Litter System+ GP",1.537,"kg"
"1802","JS0342","0% BSC",0.042,"kg"
"1803","JS0342","100% BSC",0.043,"kg"
"1804","JS0342","25% BSC",0.043,"kg"
"1805","JS0342","75% BSC",0.0425,"kg"
"1806","JS0343","Con",7.5,"kg"
"1807","JS0343","PE1",7.4,"kg"
"1808","JS0343","PE2",7.4,"kg"
"1809","JS0343","PE3",7.5,"kg"
"1810","JS0343","PE4",7.5,"kg"
"1811","JS0344","Con",13.7,"kg"
"1812","JS0344","Rumen 1",13.8,"kg"
"1813","JS0344","Rumen 2",13.7,"kg"
"1814","JS0344","Rumen 3",13.7,"kg"
"1815","JS0345","Natural (NP)",200,"kg"
"1816","JS0345","Pasture + Supplementation(PS)",211,"kg"
"1817","JS0370","FishMeal Con",0.00023,"kg"
"1818","JS0370","Spirulina One",0.00024,"kg"
"1819","JS0370","Spirulina Three",0.00024,"kg"
"1820","JS0370","Spirulina Two",0.00023,"kg"
"1821","JS0371","Control",1.6295,"kg"
"1822","JS0371","Jatropha 12",1.6295,"kg"
"1823","JS0371","Jatropha 4",1.6295,"kg"
"1824","JS0371","Jatropha 8",1.6295,"kg"
"1825","JS0393","Protein Supp. Dorper",36,"kg"
"1826","JS0393","Protein Supp. Merino",34,"kg"
"1827","JS0393","Salt/Phosphate Supp. Dorper",33.2,"kg"
"1828","JS0393","Salt/Phosphate Supp. Merino",29.7,"kg"
"1829","JS0418","Brewers DG1 Bundle1",8.21,"kg"
"1830","JS0418","Brewers DG2 Bundle1",8.14,"kg"
"1831","JS0418","Brewers DG3 Bundle1",8.12,"kg"
"1832","JS0418","Brewers DG4 Bundle 2",8.18,"kg"
"1833","JS0418","Brewers DG4 Bundle1",8.18,"kg"
"1834","JS0418","Brewers DG5 Bundle 3",8.21,"kg"
"1835","JS0418","Brewers DG5 Bundle1",8.21,"kg"
"1836","JS0418","Brewers DG6 Bundle2",8.23,"kg"
"1837","JS0418","Brewers DG7 Bundle 3",8.2,"kg"
"1838","JS0418","Diet Con Bundle1",8.18,"kg"
"1839","JS0419","T1 BS Con Bundle1",19.5,"kg"
"1840","JS0419","T1 BS Con Bundle2",19.5,"kg"
"1841","JS0419","T1 BS Con Bundle3",19.5,"kg"
"1842","JS0419","T2 BA Bundle1",19.5,"kg"
"1843","JS0419","T2 BA Con  Bundle4",19.5,"kg"
"1844","JS0419","T3 CS Bundle2",19.5,"kg"
"1845","JS0419","T3 CS Con Bundle5",19.5,"kg"
"1846","JS0419","T4 CA Bundle3",19.5,"kg"
"1847","JS0419","T4 CA Bundle4",19.5,"kg"
"1848","JS0419","T4 CA Bundle5",19.5,"kg"
"1849","JS0421","Lupin One",72.843,"kg"
"1850","JS0421","Lupin Three",72.5,"kg"
"1851","JS0421","Lupin Two",71.765,"kg"
"1852","JS0421","Oat Con",69.608,"kg"
"1853","JS0423","D no Phosphorus",0.01,"kg"
"1854","JS0423","D1 0.1 % Phosphorus",0.0101,"kg"
"1855","JS0423","D10 1% Phosphorus",0.0103,"kg"
"1856","JS0423","D2 0.2% Phosphorus",0.0102,"kg"
"1857","JS0423","D3 0.3% Phosphorus",0.0103,"kg"
"1858","JS0423","D4 0.4% Phosphorus",0.0102,"kg"
"1859","JS0423","D5 0.5% Phosphorus",0.0102,"kg"
"1860","JS0423","D6 0.6% Phosphorus",0.0102,"kg"
"1861","JS0423","D7 0.7% Phosphorus",0.0103,"kg"
"1862","JS0423","D8 0.8% Phosphorus",0.0101,"kg"
"1863","JS0423","D9 0.9% Phosphorus",0.01,"kg"
"1864","JS0424","Cassava leaf CLM",15.4,"kg"
"1865","JS0424","Diet Con Lablab LLB",15.4,"kg"
"1866","JS0424","Sunflower SFM",15.4,"kg"
"1867","JS0424","Sweet potato SPV",15.4,"kg"
"1868","LM0016","Con Diet1",21.75,"kg"
"1869","LM0016","Diet2",21.75,"kg"
"1870","LM0016","Diet3",22.88,"kg"
"1871","LM0016","Diet4",21.88,"kg"
"1872","LM0018","CPV diet",22,"kg"
"1873","LM0018","CSC diet",22,"kg"
"1874","LM0018","Control",22,"kg"
"1875","LM0018","GH diet",22,"kg"
"1876","LM0019","0.5kg CSM",229,"kg"
"1877","LM0019","0kg CSM",229,"kg"
"1878","LM0019","1kg CSM",229,"kg"
"1879","LM0047","CSM2",13.95,"kg"
"1880","LM0047","CSM3",13.85,"kg"
"1881","LM0047","CSM4",13.8,"kg"
"1882","LM0047","CSM5",13.85,"kg"
"1883","LM0047","GNC1",13.9,"kg"
"1884","LM0048","CSB",32.5,"kg"
"1885","LM0048","RSB",32.91,"kg"
"1886","LM0048","SBM",32.83,"kg"
"1887","LM0101","T1 Sorghum treated B1",110,"kg"
"1888","LM0101","T1 Sorghum treated B2",110,"kg"
"1889","LM0101","T2 Poultry L B2",110,"kg"
"1890","LM0101","T2 Poultry L B3",110,"kg"
"1891","LM0101","T3 Untreated sorghum B1",110,"kg"
"1892","LM0101","T3 Untreated sorghum B3",110,"kg"
"1893","LM0103","1",26.35,"kg"
"1894","LM0103","2",26.35,"kg"
"1895","LM0103","3",26.35,"kg"
"1896","LM0103","4",26.35,"kg"
"1897","LM0103","5",26.35,"kg"
"1898","LM0103","6",26.35,"kg"
"1899","LM0104","0% A. sieberiana",20,"kg"
"1900","LM0104","15% A. sieberiana",20,"kg"
"1901","LM0104","30% A. sieberiana",20,"kg"
"1902","LM0104","45% A. sieberiana",20,"kg"
"1903","LM0104","60% A. sieberiana",20,"kg"
"1904","LM0113.1","1",25.4,"kg"
"1905","LM0113.1","2",25.4,"kg"
"1906","LM0113.1","3",25.4,"kg"
"1907","LM0113.1","4",25.4,"kg"
"1908","LM0113.2","1",21.6,"kg"
"1909","LM0113.2","2",21.6,"kg"
"1910","LM0113.2","3",21.6,"kg"
"1911","LM0113.2","4",21.6,"kg"
"1912","LM0114","Bundle 1 0 WS",15.7,"kg"
"1913","LM0114","Bundle 1 13 WS",15.7,"kg"
"1914","LM0114","Bundle 1 19.5 WS",15.7,"kg"
"1915","LM0114","Bundle 1 26 WS",15.7,"kg"
"1916","LM0114","Bundle 1 6.5 WS",15.7,"kg"
"1917","LM0114","Bundle 2 26 AWS",15.7,"kg"
"1918","LM0114","Bundle 2 26 WS",15.7,"kg"
"1919","LM0114",NA,15.7,"kg"
"1920","LM0115","Diet 2",192.3,"kg"
"1921","LM0115","Diet 3",198.7,"kg"
"1922","LM0115","Diet 4",191.1,"kg"
"1923","LM0115","Diet Con",189.3,"kg"
"1924","LM0116","0 g/d CSM",21,"kg"
"1925","LM0116","0 g/d Maize Diet",21,"kg"
"1926","LM0116","100 g/d CSM",21,"kg"
"1927","LM0116","100 g/d CSM Sub 1",21,"kg"
"1928","LM0116","100 g/d Maize Diet",21,"kg"
"1929","LM0116","100 g/d Maize Diet Sub 1",21,"kg"
"1930","LM0116","200 g/d CSM",21,"kg"
"1931","LM0116","200 g/d CSM Sub 2",21,"kg"
"1932","LM0116","200 g/d Maize Diet",21,"kg"
"1933","LM0116","200 g/d Maize Diet Sub 2",21,"kg"
"1934","LM0117.1","Group 1 Feed Addition",220,"kg"
"1935","LM0117.1","Group 2 Feed Addition",222,"kg"
"1936","LM0117.1","Group 2 Feed Substitution",222,"kg"
"1937","LM0117.1","Group 3 Feed Addition",222,"kg"
"1938","LM0117.1","Group 4 Feed Addition",234,"kg"
"1939","LM0117.1","Group 4 Feed Substitution",234,"kg"
"1940","LM0117.2","Group 1",157.5,"kg"
"1941","LM0117.2","Group 2",157.5,"kg"
"1942","LM0117.2","Group 3",162.1,"kg"
"1943","LM0117.2","Group 4",160.8,"kg"
"1944","LM0117.3","Group 1",199,"kg"
"1945","LM0117.3","Group 2",185,"kg"
"1946","LM0117.3","Group 3",195,"kg"
"1947","LM0117.3","Group 4",172,"kg"
"1948","LM0120","Cabbage Diet",0.064,"kg"
"1949","LM0120","Duckweed Diet",0.064,"kg"
"1950","LM0120","Fish Meal Pelletes Diet",0.064,"kg"
"1951","LM0120","Kikuyu Grass Diet",0.064,"kg"
"1952","LM0120","Vallisneria Diet",0.064,"kg"
"1953","LM0121","Diet 0",0.033817,"kg"
"1954","LM0121","Diet 20",0.034369,"kg"
"1955","LM0121","Diet 40",0.038627,"kg"
"1956","LM0121","Diet 60",0.03859,"kg"
"1957","LM0121","Diet 80",0.036873,"kg"
"1958","LM0122","Fish Meal Diet",0.0363,"kg"
"1959","LM0122","Mix Diet",0.0378,"kg"
"1960","LM0122","Soy-1 Diet",0.0373,"kg"
"1961","LM0122","Soy-2 Diet",0.0378,"kg"
"1962","LM0122","Tomato Diet",0.0377,"kg"
"1963","LM0122","Yeast Diet",0.0366,"kg"
"1964","LM0123","1",337,"kg"
"1965","LM0123","2",339,"kg"
"1966","LM0123","3",347,"kg"
"1967","LM0123","4",335,"kg"
"1968","LM0123","5",343,"kg"
"1969","LM0124","Control",327,"kg"
"1970","LM0124","High Fish Meal",327,"kg"
"1971","LM0124","Low Fish Meal",338,"kg"
"1972","LM0125","Diet Con",364,"kg"
"1973","LM0125","Diet High FM",352,"kg"
"1974","LM0125","Diet Low FM",374,"kg"
"1975","LM0126","A. karroo Diet",241.5,"kg"
"1976","LM0126","Control",241.5,"kg"
"1977","LM0126","Sunflower Cake Diet",241.5,"kg"
"1978","LM0129","HPS  Con Bundle2",6.5,"kg"
"1979","LM0129","HPS Bundle1",6.5,"kg"
"1980","LM0129","HPS+FM Bundle1",6.5,"kg"
"1981","LM0129","HPS+FM Bundle2",6.5,"kg"
"1982","LM0129","MP+FM Con Bundle1",6.5,"kg"
"1983","LM0129","MP+HPS Bundle1",6.5,"kg"
"1984","LM0129","MP+HPS Bundle2",6.5,"kg"
"1985","LM0136.1","14% Crude Protein",30,"kg"
"1986","LM0136.1","16% Crude Protein",30,"kg"
"1987","LM0136.1","18% Crude Protein",30,"kg"
"1988","LM0136.1","20% Crude Protein",30,"kg"
"1989","LM0136.2","14% Crude Protein",24.3,"kg"
"1990","LM0136.2","16% Crude Protein",24.3,"kg"
"1991","LM0136.2","18% Crude Protein",24.3,"kg"
"1992","LM0136.2","20% Crude Protein",24.3,"kg"
"1993","LM0139","240g/kg of Opuntia ficus-indica",33.9,"kg"
"1994","LM0139","360g/kg of Opuntia ficus-indica",33.9,"kg"
"1995","LM0139","No Opuntia ficus-indica",33.9,"kg"
"1996","LM0150","15 g Gliricidia",173,"kg"
"1997","LM0150","15 g Leucaena",208,"kg"
"1998","LM0150","22.5 g Gliricidia",173,"kg"
"1999","LM0150","22.5 g Leucaena",208,"kg"
"2000","LM0150","30 g Gliricidia",173,"kg"
"2001","LM0150","30 g Leucaena",208,"kg"
"2002","LM0150","7.5 g Gliricidia",173,"kg"
"2003","LM0150","7.5 g Leucaena",208,"kg"
"2004","LM0150","Control Diet 0 Gliricidia",173,"kg"
"2005","LM0150","Control Diet 0 Leucaena",208,"kg"
"2006","LM0151.1","Gliricidia1",151,"kg"
"2007","LM0151.1","Gliricidia2",151,"kg"
"2008","LM0151.1","Gliricidia3",151,"kg"
"2009","LM0151.1","Gliricidia4",151,"kg"
"2010","LM0151.1","Stover Con",151,"kg"
"2011","LM0151.2","Gliricidia1",168,"kg"
"2012","LM0151.2","Gliricidia2",168,"kg"
"2013","LM0151.2","Leucaena1",168,"kg"
"2014","LM0151.2","Leucaena2",168,"kg"
"2015","LM0151.2","Stover Con",168,"kg"
"2016","LM0163","MT D1",9,"kg"
"2017","LM0163","MT D2",9,"kg"
"2018","LM0163","MT D3",9,"kg"
"2019","LM0163","MT D4",9,"kg"
"2020","LM0163","Napier Con",9,"kg"
"2021","LM0164","D1 Napier Grass alone",172,"kg"
"2022","LM0164","D2 Napier/Desmodium",172,"kg"
"2023","LM0164","D3 Napier + Desmodium hay",172,"kg"
"2024","LM0164","D4 Napier + Lucerne Hay",172,"kg"
"2025","LM0227.1","MNG + PLBC",438.2,"kg"
"2026","LM0227.1","MNG + SFBC",435.4,"kg"
"2027","LM0227.1","ONG +PLBC",440.8,"kg"
"2028","LM0227.1","ONP + SFBC",441,"kg"
"2029","LM0227.2","MNG",433.8,"kg"
"2030","LM0227.2","MNG + 3.65 PLBC",436.3,"kg"
"2031","LM0227.2","MNG + 6.35 PLBC",436.8,"kg"
"2032","LM0227.2","MNG +0.91 PLBC",435.8,"kg"
"2033","LM0228.1","Copra Cake (CC)",339.98,"kg"
"2034","LM0228.1","Fishmeal (FM)",338.86,"kg"
"2035","LM0228.1","Napier Con",331.94,"kg"
"2036","LM0228.2","Copra Cake",297.81,"kg"
"2037","LM0228.2","Leuacaena",294.9,"kg"
"2038","LM0228.2","Napier Con",294.37,"kg"
"2039","LM0229","(LH) 2 kg leucaena",384,"kg"
"2040","LM0229","(LHM) 2 kg leucaena,1kg Maize Bran",384,"kg"
"2041","LM0229","(LL) 1 kg leucaena",384,"kg"
"2042","LM0229","Napier Grass Diet",384,"kg"
"2043","LM0238","Commercial D Meal",377,"kg"
"2044","LM0238","Lablab hay",377,"kg"
"2045","LM0238","Mucuna hay",377,"kg"
"2046","LM0238","Napier Con",377,"kg"
"2047","LM0248","HB",18,"kg"
"2048","LM0248","HB2",18,"kg"
"2049","LM0248","HG",18,"kg"
"2050","LM0248","HG1",18,"kg"
"2051","LM0248","HGB",18,"kg"
"2052","LM0248","HGB1",18,"kg"
"2053","LM0248","HGB2",18,"kg"
"2054","LM0261","10% Calliandra Trial",1.75,"kg"
"2055","LM0261","5% Calliandra Trial",1.75,"kg"
"2056","LM0261","7.5% Calliandra Trial",1.75,"kg"
"2057","LM0261","No Calliandra Trial",1.75,"kg"
"2058","LM0266","Con",18.6,"kg"
"2059","LM0266","brevispica4",18.6,"kg"
"2060","LM0266","brownii5",18.6,"kg"
"2061","LM0266","discolor6",18.6,"kg"
"2062","LM0266","nilotica3",18.6,"kg"
"2063","LM0266","tortilis2",18.6,"kg"
"2064","LM0280","CC Diet",46,"kg"
"2065","LM0280","GBC Diet",46,"kg"
"2066","LM0280","LBC Diet",46,"kg"
"2067","LM0289","Control",18.6,"kg"
"2068","LM0289","MP",18.6,"kg"
"2069","LM0289","MP + MSK",18.6,"kg"
"2070","LM0289","MP + MSK + UB",18.6,"kg"
"2071","LM0289","MSK",18.6,"kg"
"2072","LM0295","1CSM:2Pjp",17.56,"kg"
"2073","LM0295","2CSM:1Pjp",17.08,"kg"
"2074","LM0295","CSM",17.06,"kg"
"2075","LM0295","Hay Con",17.04,"kg"
"2076","LM0295","Pjp",17.44,"kg"
"2077","LM0297","15% DM Leucaena",16.9,"kg"
"2078","LM0297","30% DM Leucaena",16.9,"kg"
"2079","LM0297","45% DM Leucaena",16.9,"kg"
"2080","LM0297","Control (No Leucaena)",16.9,"kg"
"2081","LM0298","RGH Con",16.4,"kg"
"2082","LM0298","WLG1",16.1,"kg"
"2083","LM0298","WLG2",16.2,"kg"
"2084","LM0298","WLG3",16.3,"kg"
"2085","LM0298","WLG4",16.2,"kg"
"2086","LM0299","150g Concentrate Mix...350g Concentrate Mix",17.525,"kg"
"2087","LM0310","FM Con",0.000202,"kg"
"2088","LM0310","FS 100",2e-04,"kg"
"2089","LM0310","FS 25",0.000201,"kg"
"2090","LM0310","FS 50",0.000203,"kg"
"2091","LM0310","FS 75",0.000205,"kg"
"2092","LM0312","Con",0.00153,"kg"
"2093","LM0312","MBM1",0.00153,"kg"
"2094","LM0312","MBM2",0.00153,"kg"
"2095","LM0312","MBM3",0.00153,"kg"
"2096","LM0315","Control",0.00167,"kg"
"2097","LM0315","Diet 1",0.00173,"kg"
"2098","LM0315","Diet 2",0.00167,"kg"
"2099","LM0315","Diet 3",0.00167,"kg"
"2100","LM0315","Diet 4",0.00169,"kg"
"2101","LM0315","Diet 5",0.0017,"kg"
"2102","LM0322","MOLM0",7,"kg"
"2103","LM0322","MOLM100",7,"kg"
"2104","LM0322","MOLM50",6.8,"kg"
"2105","LM0334","Control",0.03051,"kg"
"2106","LM0334","KM100",0.0314,"kg"
"2107","LM0334","KM25",0.03165,"kg"
"2108","LM0334","KM50",0.03127,"kg"
"2109","LM0334","KM75",0.03045,"kg"
"2110","LM0334","MM100",0.02956,"kg"
"2111","LM0334","MM25",0.03025,"kg"
"2112","LM0334","MM50",0.03101,"kg"
"2113","LM0334","MM75",0.03059,"kg"
"2114","LM0336","CM0",23.759,"kg"
"2115","LM0336","CM100",23.493,"kg"
"2116","LM0336","CM25",23.626,"kg"
"2117","LM0336","CM50",21.696,"kg"
"2118","LM0336","CM75",22.994,"kg"
"2119","LM0339","20% silage",27.45,"kg"
"2120","LM0339","50% silage",26.95,"kg"
"2121","LM0339","70% silage",25.7,"kg"
"2122","LM0339","Control",26.25,"kg"
"2123","LM0347","DBL0",300,"kg"
"2124","LM0347","DBL100",300,"kg"
"2125","LM0347","DBL150",300,"kg"
"2126","LM0347","DBL200",300,"kg"
"2127","LM0347","DBL50",300,"kg"
"2128","LM0349","CACT-AA",16.3,"kg"
"2129","LM0349","CACT-LL",16.3,"kg"
"2130","LM0349","CACT-MA",16.3,"kg"
"2131","LM0349","Commercial Sheep Meal Diet",16.3,"kg"
"2132","LM0351","Diet CAAS",22.6,"kg"
"2133","LM0351","Diet CCCS",22.6,"kg"
"2134","LM0351","Diet CLLS",22.6,"kg"
"2135","LM0351","Diet CMAS",22.6,"kg"
"2136","LM0351","PP Con",22.6,"kg"
"2137","NJ0003","0 g/kg CBLE",0.0107,"kg"
"2138","NJ0003","10 g/kg CBLE",0.0109,"kg"
"2139","NJ0003","15 g/kg CBLE",0.0107,"kg"
"2140","NJ0003","5 g/kg CBLE",0.0108,"kg"
"2141","NJ0008","100% DGH",18.3,"kg"
"2142","NJ0008","100% NPH",19.5,"kg"
"2143","NJ0008","25% NPH +75% DGH",18.9,"kg"
"2144","NJ0008","50% NPH + 50% DGH",19,"kg"
"2145","NJ0008","75% NPH +25% DGH",19.1,"kg"
"2146","NJ0013","Group C",15.26,"kg"
"2147","NJ0013","Group GH",15.79,"kg"
"2148","NJ0013","Group OL",15.69,"kg"
"2149","NJ0016","Beef survival meal Y1",264.822,"kg"
"2150","NJ0016","Beef survival meal Y2",283,"kg"
"2151","NJ0016","Beef survival meal Y3",272.894,"kg"
"2152","NJ0016","Leucaena leucocephala Y1",267.102,"kg"
"2153","NJ0016","Leucaena leucocephala Y2",289,"kg"
"2154","NJ0016","Leucaena leucocephala Y3",279.871,"kg"
"2155","NJ0016","Mixed forage meal Y1",262.732,"kg"
"2156","NJ0016","Mixed forage meal Y2",287.2,"kg"
"2157","NJ0016","Mixed forage meal Y3",278.062,"kg"
"2158","NJ0016","NP Y1",268.052,"kg"
"2159","NJ0016","NP Y2",293.2,"kg"
"2160","NJ0016","NP Y3",271.344,"kg"
"2161","NJ0016","Urea-treated Maize strover Y1",261.401,"kg"
"2162","NJ0016","Urea-treated Maize strover Y2",294.1,"kg"
"2163","NJ0016","Urea-treated Maize strover Y3",274.961,"kg"
"2164","NJ0025","Beef survival meal",118.566666666667,"kg"
"2165","NJ0025","Leucaena leucocephala",115.575,"kg"
"2166","NJ0025","Mixed forage meal",114.766666666667,"kg"
"2167","NJ0025","NP",111.966666666667,"kg"
"2168","NJ0025","Urea-treated Maize strover",120.15,"kg"
"2169","NJ0027","CM",0.36,"kg"
"2170","NJ0027","CMEnz",0.36,"kg"
"2171","NJ0027","CMEnzPh",0.36,"kg"
"2172","NJ0027","CMPh",0.36,"kg"
"2173","NJ0027","Control",0.36,"kg"
"2174","NJ0032","SB-0",15.62,"kg"
"2175","NJ0032","SB-10",15,"kg"
"2176","NJ0032","SB-15",13.83,"kg"
"2177","NJ0032","SB-20",13.6,"kg"
"2178","NJ0032","SB-5",15.3,"kg"
"2179","NJ0044","Control",20.2,"kg"
"2180","NJ0044","T2",20.1,"kg"
"2181","NJ0044","T3",20.5,"kg"
"2182","NJ0044","T4",21.3,"kg"
"2183","NJ0047","T1",0.09625,"kg"
"2184","NJ0047","T2",0.09625,"kg"
"2185","NJ0047","T3",0.09625,"kg"
"2186","NJ0047","T4",0.09625,"kg"
"2187","NJ0052","CON",22.25,"kg"
"2188","NJ0052","HMC",21.65,"kg"
"2189","NJ0052","LMC",21.75,"kg"
"2190","NN0005",NA,185.75,"kg"
"2191","NN0007","WS + Alfalfa hay",33.35,"kg"
"2192","NN0007","WS + Blue wattle",32.42,"kg"
"2193","NN0007","WS + Medic pods",32.09,"kg"
"2194","NN0007","WS + Oldman saltbush",32.96,"kg"
"2195","NN0007","WS(Urea +7) CON",33.76,"kg"
"2196","NN0021","GH0",27,"kg"
"2197","NN0021","GH200",27,"kg"
"2198","NN0021","GH400",27,"kg"
"2199","NN0021","GH600",27,"kg"
